CodeStateID,Reason
a20c372541e7affa035b89acb175d0046fe68b8f,"[1, 1, 0, 0, 0]"
d852a779e86483e44251edc1d0c19f23a05cad50,"[0, 0, 1, 0, 1]"
38aa71a7306f6198d477c984f5353389976d44af,"[0, 1, 0, 0, 1]"
83a950ca68d4499428e76e16cd855c2c02ab52a9,"[1, 1, 0, 0, 0]"
a0493486f2d253cb412c3d3ba424771101918609,"[0, 0, 0, 1, 1]"
ffcce15ccf05667d29081ac72ff3dcd37e152ded,"[1, 1, 0, 0, 0]"
966ebcd73f63567f13897887911d43f57f3ffe21,"[1, 1, 0, 0, 0]"
1111e12ddb2f34e7c506ba0a7b80a85bd2325555,"[1, 1, 0, 0, 0]"
5e9ef525fabdf05ac3e6a572a30adc877f4a4ed3,"[1, 1, 0, 0, 0]"
51ce13e0b186df6b2ec947573adbec59a269b9ac,"[1, 1, 0, 0, 0]"
e21196d6fdc45007b60222d1d2ea89c9c6403781,"[1, 0, 1, 0, 0]"
750f5df32dedd3f3f4e3646d712bbe28b1bbb51b,"[1, 1, 0, 0, 0]"
438657e8176cbed943baf3c48d4ab090b1f7adaf,"[1, 1, 0, 0, 0]"
f0c6860630c477552de4e7df4181c8bca588b1c2,"[1, 0, 1, 0, 0]"
a59be1394ca1e81a73a19efa57dda851fbb5ec94,"[1, 1, 0, 0, 0]"
29ad5db824d3afe09833e8cf6dbc7571e21a2fee,"[1, 0, 1, 0, 0]"
88e3a48054a6f5a09d0b28dc6f268274e41c1bde,"[1, 1, 0, 0, 0]"
8536a6d2aa03fe70a2ea1bde34061b69e3b441ed,"[0, 0, 1, 0, 1]"
97678acdd1c703dde5b9e445e87131c2ff4bb834,"[0, 0, 0, 1, 1]"
b705c2df89b0aa3292148077a315f8a99ad2e06a,"[0, 1, 0, 0, 1]"
49f5572d93e485a8490095422c171fcdf4292baa,"[0, 1, 0, 0, 1]"
c0b7a923dac63b2c2bff6d0811d924ea28360ca2,"[0, 1, 0, 0, 1]"
787e4ddc01c3a113c2915a836cc14ef61406a875,"[0, 1, 0, 0, 1]"
ae6d9ed5b211c1346018cd6cc080dd0410132aea,"[0, 1, 0, 0, 1]"
34b9b4b86b92a60ba5756aa42ba3b4ce1148ddbe,"[0, 1, 0, 0, 1]"
4a67f7ccba2be360467dde33ff8dd8bc9193f1bc,"[0, 1, 0, 0, 1]"
9f333bb08c66b6fd48187133588156d9b32ce7b0,"[0, 1, 0, 0, 1]"
7b8b7ea897c5fd4390a1dfebb4dcc078e88bb83a,"[0, 1, 0, 0, 1]"
fc9db43a2a8c0acd7e3bfd639eb5f84571a562df,"[0, 1, 0, 0, 1]"
1b75af9227d44f2ea92886e8a6d1ed3e7ddca208,"[0, 1, 0, 0, 1]"
439de05a408fa9a5c9df65de48752a982ca73be4,"[0, 1, 0, 0, 1]"
27f04cbc41e924294f132cdb7fee49fdc7403613,"[0, 0, 0, 1, 1]"
da1c203eabb01a1d83a8f0a16ef2ae2268c91810,"[0, 1, 0, 0, 1]"
f5b181081c089351eec7bfb165b68a7ce9075115,"[0, 1, 0, 0, 1]"
9c1af031b14babe8be3746ba6f36916731961af8,"[0, 0, 0, 1, 1]"
1e1f3cab52277d86a5aa45010e104c73b98bc7ff,"[0, 1, 0, 0, 1]"
9f0468f2d52275e71bbdd7832d7c7625fa784345,"[0, 1, 0, 0, 1]"
1eaa290ced3529ade748fc0a348a08f4bdbc27aa,"[0, 0, 1, 0, 1]"
43dd4a719cdeb718b67ce3366128543663811e7d,"[0, 1, 0, 0, 1]"
9e73dfab194957ec03d2d839314a64dc4eb1138b,"[0, 0, 0, 1, 1]"
9cc8c4bbca8f0540d1a95c4fc1c39feefccce3bf,"[0, 1, 0, 0, 1]"
5f72bbc520577c0d5c80bc20519212a3703c01ac,"[0, 1, 0, 0, 1]"
eb4fb4702f709e63ebe3f7b489417a1701255403,"[0, 0, 1, 0, 1]"
5766d9c12090c61c549e8126030d70c508c0d598,"[0, 0, 1, 0, 1]"
aaa128f785b966986677c3e18edb007bf5f5ed0e,"[0, 0, 1, 0, 1]"
59933ceffc09ba03d58f1fd828a7345ceaa2116a,"[0, 0, 1, 0, 1]"
cf3ede6eb0c0fac6b0c06aa30837e6fda94d2d5d,"[0, 0, 1, 0, 1]"
c3bc5d3cb67ed052fee86bbbade8ccc01feb18c7,"[0, 0, 1, 0, 1]"
22b3aaf65837e3861b386c6222d09de2772a76c1,"[0, 0, 1, 0, 1]"
de8dd816d7504d0badcde0e3a1cad34d2d232e00,"[0, 1, 0, 0, 1]"
f87cb86227e7963b1c0ed2e27642ecc0aef1162c,"[1, 0, 1, 0, 0]"
b6da3f973d9c0e8af4d7eaaf8009aa6c2e979daa,"[0, 0, 1, 0, 1]"
4df09e29ac34bdb047d96d7e8bd1e3d35139cd05,"[0, 0, 1, 0, 1]"
b65a883d421b1e04168093a64571d47a6c600240,"[0, 0, 1, 0, 1]"
c0b8faa7ab69e22da2d15b8fdfa408cd45ec5c88,"[1, 0, 1, 0, 0]"
dde7c44c1b35584a970698bfe25b86cd12561351,"[0, 1, 0, 0, 1]"
cc3b48ceced7394991b112ccc82efae1ee44fe7e,"[1, 1, 0, 0, 0]"
4f422b5d9c333e146ade02319cf91cb5b391e77a,"[0, 1, 0, 0, 1]"
656491200a910bc85b6078e79bbf19eb7223dc2d,"[1, 1, 0, 0, 0]"
620f526bdc084e820d070d8cfdb2b3aaf48dc028,"[1, 0, 1, 0, 0]"
405c21068910c9161cbbda95c8f7ec94b41dff89,"[1, 1, 0, 0, 0]"
23c1753cf75846f1f7eb9cf7f33460b2048e6a50,"[0, 0, 1, 0, 1]"
6103933a7081962635c5f01871f40b0e2e832f9f,"[1, 1, 0, 0, 0]"
8aaefcbbc40a2ecbd25c7e7b8b3330182474a96c,"[0, 0, 1, 0, 1]"
54d454c0cde73d4f9ada7b462aa0ee19d7165758,"[0, 0, 0, 1, 1]"
b7aa214160cb8adfea2018bd8a9dae75a99c17db,"[0, 1, 0, 0, 1]"
7e692a31179b5362a347b594b20ddd9b49079d18,"[0, 1, 0, 0, 1]"
d942a641e84b762c6b5d26eeb2c6cdae9b401d41,"[1, 1, 0, 0, 0]"
3107e20b6bf8a52777d49d06c476b4d5947861bb,"[0, 0, 1, 0, 1]"
23603f323aca762522c6fa0ba976444d4e9ddb74,"[0, 1, 0, 0, 1]"
9e5e1395e335d0411e48530fc3382cbb5205c597,"[0, 0, 1, 0, 1]"
f0204a8ac871cb2cb0abbab5a402cefc66958bfe,"[0, 0, 1, 0, 1]"
988884b587c19ee5d329f79283724a6642239e83,"[0, 1, 0, 0, 1]"
81c25cf1805446b422375e03466de74c291ef0d6,"[0, 1, 0, 0, 1]"
5308b7af7969ab4a808edfcdec761210286e0953,"[0, 1, 0, 0, 1]"
6dbf0b22fd5dc1782a5c1eb5e3261aee63e9ca88,"[0, 1, 0, 0, 1]"
645aac1dc8a1c060e4cb8437d938c120c5597a93,"[0, 1, 0, 0, 1]"
0f9c3c7f940ca96ef311f6713bb1051b0f22564e,"[0, 1, 0, 0, 1]"
8094e6ec73c90e58367f2261e3da4ffcae95b675,"[0, 1, 0, 0, 1]"
4c0e4eea39baee21c4e7df617543003ccf21d3a2,"[0, 1, 0, 0, 1]"
4e23bbf36a096283000c1bdf8cb39653db01ccce,"[0, 1, 0, 0, 1]"
8173ae2212f1e1ad3019eec65eee1ab21ad7f443,"[0, 1, 0, 0, 1]"
40ffb2ba3f33fe08cf5340f6c9bc310e0045bf77,"[0, 1, 0, 0, 1]"
bcbfd654fbbdbb496461ac0adba33f28dacb7f94,"[0, 1, 0, 0, 1]"
44026c1b46604ad324dbdca465032cbdf538f44c,"[0, 1, 0, 0, 1]"
4edab4c34b1cf1236373d971739198b9da551f1d,"[1, 0, 1, 0, 0]"
39089ffd1f2f38ef231fba1c15fbfea2bfc7cac0,"[0, 1, 0, 0, 1]"
c1ae1ca73ef1ee6166c4cb7cc8e96c8edcd468f1,"[1, 1, 0, 0, 0]"
de5001bc6694562374e0eabd687ad1da721d8f57,"[0, 1, 0, 0, 1]"
aa6ba3e05c4b3bfb06b7a4bb7b17b49290ca85c5,"[0, 1, 0, 0, 1]"
e3318058f7149c3f65fd34648d053d168a4c2bc8,"[0, 1, 0, 0, 1]"
926117fa29d5c8a70aa3c602c3d41a2d9e289279,"[0, 1, 0, 0, 1]"
862ca153e7d4b595d79408bf4ff705de38bbd0e6,"[0, 1, 0, 0, 1]"
34140537c0f648f16a109bf36c2b10b5b351acb5,"[0, 1, 0, 0, 1]"
57625a008858b065545e0c7e42ad33e72b4bf15b,"[0, 1, 0, 0, 1]"
cace7d6ba2df7803b7856f0a4767813ab512f4c5,"[0, 1, 0, 0, 1]"
c00ad294797730c63293f3c1a315af340ea5e186,"[0, 0, 1, 0, 1]"
71f314797cf11d5dc8c30f6af81f6736637a503a,"[1, 1, 0, 0, 0]"
d95b8facd6b16fe7e9509b157cd238227f178b04,"[0, 1, 0, 0, 1]"
d19ddde0af08eef8c3cc48b7b868c2f3d97beff3,"[1, 1, 0, 0, 0]"
dfd50b6ae76254b60f74ad29a2adab5596025096,"[0, 1, 0, 0, 1]"
8a9480621d819a76de94941f7a5dac6b8c4acca6,"[1, 0, 1, 0, 0]"
e206f30643417a38c643f33598c7ae8ffa8a7367,"[1, 1, 0, 0, 0]"
b1a1bdd9a83659f3ccde94357c3a1f38d77b4dac,"[0, 1, 0, 0, 1]"
2a0d1e8a040157ace4b805bcdbf644c9d0cf0669,"[0, 1, 0, 0, 1]"
b87484cd44486863e24c84f503e08d5ea2f60f1e,"[0, 1, 0, 0, 1]"
5524ebc0e0cddc70b805ef151d1058bc9078bcf6,"[0, 1, 0, 0, 1]"
c421b2299d4650584e79e99538bd9cb7f35d68da,"[0, 1, 0, 0, 1]"
8674e3f15835065367d66d6c54d1b7e868ec8514,"[0, 1, 0, 0, 1]"
378d0717848ba02d6916fcddc9837a62820ac041,"[0, 1, 0, 0, 1]"
87013b712395be55c4b222f543b48b8d7101706c,"[0, 0, 1, 0, 1]"
75b4abbfa7b51b94a94c47e1286b392de89cc5c9,"[0, 0, 0, 1, 1]"
a4cc95e386942a017a9f1a6633693f8869ecd310,"[0, 0, 1, 0, 1]"
526288848ecafc37bd81a49d6732bfa5394ec3da,"[0, 0, 1, 0, 1]"
cf87a19cea710f6fbc965f5ae36c893998b76a7b,"[0, 1, 0, 0, 1]"
44ce52139946365bc6034edab4a710ab87320607,"[0, 1, 0, 0, 1]"
1738e121de734e5ced57403e9037ae1b1ec2506b,"[0, 1, 0, 0, 1]"
59aae3d89413e0301e94af7a0d232a258a8fae23,"[0, 1, 0, 0, 1]"
9d69b2b58c2a34650899bbd4507e0007ca97e5a5,"[0, 1, 0, 0, 1]"
1654c97487f2c267b952c931d5bd7fe5942ed43e,"[0, 1, 0, 0, 1]"
3e179dd31e9f8369ac1b49b333eae74494f47009,"[0, 1, 0, 0, 1]"
3439750259b41a6f74fac56d4dbc326d2ae80e46,"[0, 0, 0, 1, 1]"
77c9f7c1df17e8ec8dd3274030059a1f5280826f,"[1, 1, 0, 0, 0]"
446bde6e00684012b73485d94652b864e705dcd4,"[0, 0, 0, 1, 1]"
5eb7f1bf459d490db1e72c33382e7a4d7bf27871,"[0, 0, 0, 1, 1]"
3ff163940572768ef703a3569e87f04ef96a1e71,"[0, 1, 0, 0, 1]"
d0108e28677f2bd59a7dbc0cef142ab17cfcba7c,"[0, 1, 0, 0, 1]"
9036cb2a45a933f14f4ed36726edb02178da5d8c,"[0, 1, 0, 0, 1]"
70c1ebf18543d160c88512678ed96ffbc45d038e,"[0, 0, 0, 1, 1]"
b2768d9491ddee261d8f2470d5a07f04dbec004b,"[0, 1, 0, 0, 1]"
5c6277da488e62c232cbf9ec7aca4dacdff40005,"[0, 1, 0, 0, 1]"
0e62f6f3049a23f81e32d897848f41ed1eff14a3,"[0, 1, 0, 0, 1]"
b23234bdfab0d909602eff7d91c9461d3957de8f,"[0, 1, 0, 0, 1]"
4e0581512fc127ed0cf52efe99763e48da14cdb7,"[1, 1, 0, 0, 0]"
2557c20e1f03a136516e65d5da2a32877c7fb753,"[0, 0, 1, 0, 1]"
c4dbdbd933a7898462d220ff2ad68f348fc7de69,"[0, 0, 1, 0, 1]"
05fe806f353150a34353b7e0eb16bb79e6bb2c0f,"[0, 0, 0, 1, 1]"
d7b29f7cd7a88d8e24e0cfe7a8f5bf02586c1c41,"[0, 1, 0, 0, 1]"
86d8eea7d6b9ff0e384caeba55cf2436ba00eadd,"[0, 1, 0, 0, 1]"
dbdb713e43e14793253b69fded2f2fe07855ffdf,"[0, 1, 0, 0, 1]"
a05e5d98a96c772e1afad34a0ae82871a6e741d0,"[0, 0, 0, 1, 1]"
e086daf824e75e4f9363d93d0c4e6cc867359dc9,"[0, 1, 0, 0, 1]"
7c956bd67edc63944754f67f04bae1cba16a792f,"[0, 0, 0, 1, 1]"
8c43476802d2b95bb9f78dbc30808f0be9fc8863,"[0, 0, 0, 1, 1]"
4eff223b13b630a254180901d6c7b962a9b277e2,"[0, 0, 1, 0, 1]"
748167a3a4a93134f625faeb7207e30c84c14cb7,"[0, 0, 0, 1, 1]"
ee7d3a680885ae5557ced62b4c5c1e2b67e4f64a,"[0, 0, 0, 1, 1]"
7e918446accd29b2c0836c4341492aed7b8a5b90,"[0, 1, 0, 0, 1]"
046240816d912723af117c471335d53a0977f80f,"[0, 1, 0, 0, 1]"
320a8fd7cb2765de6e65b1feb1b532d1a1b9c248,"[0, 1, 0, 0, 1]"
158215af516cf1c8d3d63c5464ec8108b0353ef6,"[0, 1, 0, 0, 1]"
7d34111bfab5d925ce85c269f90b1a276d0ff9ae,"[0, 1, 0, 0, 1]"
2047d010cafec42385863b8f3b705e7a42bdea94,"[0, 1, 0, 0, 1]"
3e1bf283783896bc2255b9ee3cde14be37d33ceb,"[0, 1, 0, 0, 1]"
f78971349814d78c97badb637e07b0aaf53d4a24,"[0, 1, 0, 0, 1]"
6ad0e02708987918ed56b88a04fadbb952a2e5d4,"[0, 1, 0, 0, 1]"
7c3066a84f99f5252e733e1ca36cab6ba9cc457a,"[0, 1, 0, 0, 1]"
fc9771ef67034a4135c334c47cedc60adfc8bd6b,"[0, 1, 0, 0, 1]"
fa33d56a8e39e1749d265ba8aa4c0d7f4332ff40,"[0, 1, 0, 0, 1]"
3172e6ac60063f59741df0088a37cea79c38bdb9,"[0, 1, 0, 0, 1]"
379cefa607bc6415f1193c3d3931f7207642eb95,"[0, 1, 0, 0, 1]"
9dba610260f9e23960c042a0b74e1dd06e3569d6,"[0, 1, 0, 0, 1]"
32b41501d922d5ed0d27502b6abf3a11c8dcec62,"[0, 1, 0, 0, 1]"
ee5b38385fd6e34dd03546640171896dff689dc6,"[0, 1, 0, 0, 1]"
0a5b877dfcb2792c03f6f10ce52dbecc7c1de49b,"[0, 1, 0, 0, 1]"
82a513a31cfbc576d369259db77e8cf360273d16,"[0, 1, 0, 0, 1]"
9d169d4474cbac8d504a7b7a0336521f9c57d81f,"[0, 1, 0, 0, 1]"
9ffcb8b5475dd9d87ecd45e401c8122b06aa0443,"[0, 1, 0, 0, 1]"
e6a68efc74731bb50151239f276681af77ef9e13,"[0, 0, 0, 1, 1]"
4b22ba038095ab12ab80bab8fc880cd60bf6ceb2,"[1, 1, 0, 0, 0]"
da1a31cfdccc462a8c269e59bcd04402f9218b1d,"[1, 1, 0, 0, 0]"
cca54aa97eae1e87a0148fd08a49c62782c14d78,"[0, 1, 0, 0, 1]"
e07fabacdd08ba441df7bcbc8564f7fd39228f68,"[1, 1, 0, 0, 0]"
62f281a7c52a9780d101e0969b3591dc726d8d97,"[0, 0, 0, 1, 1]"
e10d6d5099f69259e32d768f55aa9f20aa32e200,"[0, 0, 0, 1, 1]"
fd935d3c1379fd3bdc36ba61d22079c731d46b6f,"[0, 1, 0, 0, 1]"
2083873e3efa2f1295ce392030819fa1cb7b03fc,"[1, 1, 0, 0, 0]"
9128b37be19e3c864d791ca706f2136210eca47d,"[0, 0, 0, 1, 1]"
b69569d8796ff24f2691a74324c88deb17b7e566,"[0, 1, 0, 0, 1]"
bcffca4144366e3c0e1e07c7699311297f73e11b,"[0, 1, 0, 0, 1]"
437b73c3a3e709e33de0f781ddfc583088171598,"[0, 1, 0, 0, 1]"
96f3f012477b31a0c1bf134168655272af3dcf1d,"[1, 1, 0, 0, 0]"
e7ae6219cd894cf0cee1a3c8bacfb9eca7ffe946,"[0, 0, 1, 0, 1]"
2903c2afc392d1ed38c17abf07cc20d5dc7f5db8,"[0, 1, 0, 0, 1]"
b4f63dc409a6df3f02bb8f5daac7b1a5733ba1f9,"[1, 1, 0, 0, 0]"
82dfbf8d9057f22d49e1f05f599865f5d9a0745c,"[0, 1, 0, 0, 1]"
313d4ae3feba9f529ca2bd305d5a112d09bfa3a3,"[0, 1, 0, 0, 1]"
4b969106635b2c5dce8eb722360bcf6549ced9cd,"[0, 1, 0, 0, 1]"
bccc4e28833fb1975a849fca510ef13ab6fa45b3,"[0, 1, 0, 0, 1]"
f89c727d4bc7a0a37e189b0a38778d217fa94c84,"[0, 1, 0, 0, 1]"
17f329deef7ee32c79fb6c8ee4dabcc1ddd0ccaf,"[1, 1, 0, 0, 0]"
26973a4199b8e4880019f63d5ed874e60d51e7e8,"[0, 0, 1, 0, 1]"
47f9f7c0979ec8e5c89a6f82c57979a19f5e58cc,"[0, 1, 0, 0, 1]"
3929600f9ac05f11d96f2be89067ded7a2936214,"[0, 1, 0, 0, 1]"
fe3e9ed39388c149e31323678bc19bcc652ceee6,"[0, 1, 0, 0, 1]"
16e94fa323408e5f4915561247e5a48a30bcebe6,"[0, 1, 0, 0, 1]"
3a3ab0911c5a30f0e0e77cc80b5daa8c343dee2a,"[0, 1, 0, 0, 1]"
f3e9f4e540f6b595d816488ec705fbf7b126e486,"[0, 1, 0, 0, 1]"
b0315a92090a203f20a898686482ae18d8dd7c0b,"[0, 1, 0, 0, 1]"
aa0dc894df6ea189d87f40f58e87ff18be8321d5,"[0, 1, 0, 0, 1]"
ae0a0b36937ed4707d2461de58a7463a0acc1814,"[1, 1, 0, 0, 0]"
15b668ea51b2425d0a887fdfb56d156d1d2feb6e,"[1, 0, 1, 0, 0]"
5d44d4197e66b5768245b4da8c5b4fff0cc397c1,"[1, 1, 0, 0, 0]"
a2ba83510123d8481cc6347253f07ecc4771fe61,"[0, 1, 0, 0, 1]"
520b8913db2752b199ecd7f9a715bfb5e5cffd22,"[0, 1, 0, 0, 1]"
be1e486231617aaf1ba256fb9365231c45c4f1bc,"[1, 1, 0, 0, 0]"
b93adc88845a400d089e755b0688760559913be0,"[1, 1, 0, 0, 0]"
2726a532c16be55ac26be4213a4e6d03769689db,"[0, 1, 0, 0, 1]"
37f3b70c367d322ebb2ff49b40f42ee0c4d6547a,"[1, 1, 0, 0, 0]"
88f6c290c67c9b86a7445facea7ae9397353749b,"[1, 1, 0, 0, 0]"
b3fe6aad189d3203293e1335b981bbfd6871805b,"[1, 1, 0, 0, 0]"
ad1914716991311c2aa74f244fc6804bd1585864,"[1, 1, 0, 0, 0]"
2421334c001fa95b805ecc668cc38518f8746c7e,"[0, 1, 0, 0, 1]"
468c279c000c66bbaf77228e54d254af4fab4a0a,"[0, 0, 1, 0, 1]"
50884ff9f28be6d378f4801255cfb861d7b7aff5,"[0, 1, 0, 0, 1]"
a3d622be01287a7eee879483017538772f554c78,"[1, 1, 0, 0, 0]"
c758c71f793d2d75e10ea4164096213343268b76,"[1, 1, 0, 0, 0]"
