CodeStateID,Code,Reason
4439c947b5d9513610bff1848c0850c97043cb5d,"public String plusOut(String str, String word)
{
    String newstring = """";
    for (i = 0; i < str.length(); i++)
    {
        if (i < str.length() - 3)
        {
            if (str.substring(i, i + 4).equals(""word"");
                {
                    newstring = newstring + ""word"";
                    i = i + 4;
                }
            else
                {
                    newstring = newstring + ""+"";
                }
        }
        else
                {
                    newstring = newstring + ""+"";
                }
    }
}
","[0, 0, 1, 0, 1]"
20aa6e8625a10294cecf33478b69bcbf03b02c00,"public String plusOut(String str, String word)
{
    String newstring = """";
    for (i = 0; i < str.length(); i++)
    {
        if (i < str.length() - 3)
        {
            if (str.substring(i, i + 4).equals(""word"")
                {
                    newstring = newstring + ""word"";
                    i = i + 4;
                }
            else
                {
                    newstring = newstring + ""+"";
                }
        }
        else
                {
                    newstring = newstring + ""+"";
                }
    }
                return newstring;
}
","[0, 0, 1, 0, 1]"
d68643d7d774d826daf4e5736b4291e80ce8e617,"public String plusOut(String str, String word)
{
    String newstring = """";
    for (i = 0; i < str.length(); i++)
    {
        if (i < str.length() - 3)
        {
            if (str.substring(i, i + 4).equals(""word""))
                {
                    newstring = newstring + ""word"";
                    i = i + 4;
                }
            else
                {
                    newstring = newstring + ""+"";
                }
        }
        else
                {
                    newstring = newstring + ""+"";
                }
    }
                return newstring;
}
","[0, 0, 0, 1, 1]"
bd5f1b8cb09b5ab72788454e54befff1ad1f1cf5,"public String plusOut(String str, String word)
{
    String newstring = """";
    for (int i = 0; i < str.length(); i++)
    {
        if (i < str.length() - 3)
        {
            if (str.substring(i, i + 4).equals(""word""))
                {
                    newstring = newstring + ""word"";
                    i = i + 4;
                }
            else
                {
                    newstring = newstring + ""+"";
                }
        }
        else
                {
                    newstring = newstring + ""+"";
                }
    }
                return newstring;
}
","[0, 1, 0, 0, 1]"
cb66e4238e7b38a5e9cef8dc2ba46652155cf2f9,"public String plusOut(String str, String word)
{
    String newstring = """";
    for (int i = 0; i < str.length(); i++)
    {
        if (i < str.length() - word.length())
        {
            if (str.substring(i, i + 4).equals(word))
                {
                    newstring = newstring + word;
                    i = i + word.length();
                }
            else
                {
                    newstring = newstring + ""+"";
                }
        }
        else
                {
                    newstring = newstring + ""+"";
                }
    }
                return newstring;
}
","[0, 1, 0, 0, 1]"
6b86fded0b4e5a5828dd5b5613beb837dae058a2,"public String plusOut(String str, String word)
{
    String newstring = """";
    for (int i = 0; i < str.length(); i++)
    {
        if (i < str.length() - word.length())
        {
            if (str.substring(i, i + 4).equals(word))
                {
                    newstring = newstring + word;
                    i = i + word.length() - 1;
                }
            else
                {
                    newstring = newstring + ""+"";
                }
        }
        else
                {
                    newstring = newstring + ""+"";
                }
    }
                return newstring;
}
","[0, 1, 0, 0, 1]"
c93d5aead7cf53ddabc38cf4369a0e772957124e,"public String plusOut(String str, String word)
{
    String newstring = """";
    int i = 0;
    while (i < str.length())
    {
        if (i < str.length() - word.length())
        {
            if (str.substring(i, i + word.length()).equals(word))
            {
                newstring += word;
                i += word.length();
            }
            else
            {
                newstring += ""+"";
                i += 1;
            }
        }
        else
        {
            newstring += ""+"";
            i += 1;
        }
    }
}
","[0, 0, 0, 1, 1]"
b9e0f477924771925580b5247741afedf2a8f593,"public String plusOut(String str, String word)
{
    String newstring = """";
    int i = 0;
    while (i < str.length())
    {
        if (i < str.length() - word.length())
        {
            if (str.substring(i, i + word.length()).equals(word))
            {
                newstring += word;
                i += word.length();
            }
            else
            {
                newstring += ""+"";
                i += 1;
            }
        }
        else
        {
            newstring += ""+"";
            i += 1;
        }
    }
    return newstring;
}
","[0, 1, 0, 0, 1]"
b4c0066b98e98e212f3bb7eb7498cff89148abd0,"public String plusOut(String str, String word)
{
    String newstring = """";
    int i = 0;
    while (i < str.length())
    {
        if (i < str.length() - word.length() + 1)
        {
            if (str.substring(i, i + word.length()).equals(word))
            {
                newstring += word;
                i += word.length();
            }
            else
            {
                newstring += ""+"";
                i += 1;
            }
        }
        else
        {
            newstring += ""+"";
            i += 1;
        }
    }
    return newstring;
}
","[1, 1, 0, 0, 0]"
f1100b09c93e03edab9c567209d09a81719258cf,"public String plusOut(String str, String word)
{
    int lenW = word.length()
    int len = str.length() - lenW;
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW) == 
    
}
","[0, 0, 1, 0, 1]"
b5d9f48fc2d0c6daa84f381ee9cfcdb8bb1115b7,"public String plusOut(String str, String word)
{
    int lenW = word.length()
    int len = str.length() - lenW;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW -1 ) == word)
            one = one + word;
        	i = i + lenW;
        else
            one = one + '+'; 
    }
    return one;
    
}
","[0, 0, 1, 0, 1]"
49710cae73e788fa40ad0742aa53df1ebbf788e8,"public String plusOut(String str, String word)
{
    int lenW = word.length();
    int len = str.length() - lenW;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW -1 ) == word)
            one = one + word;
        	i = i + lenW;
        else
            one = one + '+'; 
    }
    return one;
    
}
","[0, 0, 1, 0, 1]"
373125eb1a1fbe6db947eea4e2c6ac9f926e1290,"public String plusOut(String str, String word)
{
    int lenW = word.length();
    int len = str.length() - lenW;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW -1 ) == word)
        {
            one = one + word;
        	i = i + lenW;
        }
        else
        {
            one = one + '+';
        }
    }
    return one;
    
}
","[0, 1, 0, 0, 1]"
b217220a31e5308ae8480b7828a07a3a1f83c221,"public String plusOut(String str, String word)
{
    int lenW = word.length();
    int len = str.length() - lenW;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW  ) == word)
        {
            one = one + word;
        	i = i + lenW;
        }
        else
        {
            one = one + '+';
        }
    }
    return one;
    
}
","[0, 1, 0, 0, 1]"
9997bb502bc15c2cf7b7881cf5ce0d999678426a,"public String plusOut(String str, String word)
{
    int lenW = word.length();
    int len = str.length() - lenW;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW  ) == word)
        {
            one = one + word;
        	i = i + lenW;
        }
        else
        {
            one = one + '+';
        }
    }
    return str.substring(0,2);
    
}
","[0, 1, 0, 0, 1]"
d5efbeb13a59df941b2a3cf0e0b8a08d7c450502,"public String plusOut(String str, String word)
{
    int lenW = word.length();
    int len = str.length() - lenW;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW  ) == word)
        {
            one = one + word;
        	i = i + lenW;
        }
        else
        {
            one = one + '+';
        }
    }
    return str.substring(0, lenW);
    
}
","[0, 1, 0, 0, 1]"
ccd3b7f2996e026b020ab32dc26cf884317e9125,"public String plusOut(String str, String word)
{
    int lenW = word.length();
    int len = str.length() - lenW;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW  ) == word)
        {
            one = one + word;
        	i = i + lenW;
        }
        else
        {
            one = one + '+';
        }
    }
    return one;
    
}
","[0, 1, 0, 0, 1]"
9b1a4692ce4d4594cf93cdbd2d7ae3f7d28b7c39,"public String plusOut(String str, String word)
{
    int lenW = word.length();
    int len = str.length() - lenW;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW  ) == word)
        {
            one = one + word;
        	i = i + lenW -1;
        }
        else
        {
            one = one + '+';
        }
    }
    return one;
    
}
","[0, 1, 0, 0, 1]"
50e101bdabd45336c9fbf10dabef0ced564f420d,"public String plusOut(String str, String word)
{
    int lenW = word.length();
    int len = str.length() - lenW;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW - 1  ) == word)
        {
            one = one + word;
        	i = i + lenW;
        }
        else
        {
            one = one + '+';
        }
    }
    return one;
    
}
","[0, 1, 0, 0, 1]"
687ee042cc52d8247d24720d1cddde71c18c47ac,"public String plusOut(String str, String word)
{
    int lenW = word.length();
    int len = str.length() - lenW;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW) == word)
        {
            one = one + word;
        	i = i + lenW;
        }
        else
        {
            one = one + '+';
        }
    }
    return one;
    
}
","[0, 1, 0, 0, 1]"
a6526ba230a4bef5f906dc5c74fbb026edcec01b,"public String plusOut(String str, String word)
{
    int lenW = word.length();
    int len = str.length() - lenW;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW+1) == word)
        {
            one = one + word;
        	i = i + lenW;
        }
        else
        {
            one = one + '+';
        }
    }
    return one;
    
}
","[0, 1, 0, 0, 1]"
01ce09136e632f8cd70cb5838b72943dd2039416,"public String plusOut(String str, String word)
{
    int lenW = word.length();
    int len = str.length() - lenW;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW) == word)
        {
            one = one + word;
        	i = i + lenW;
        }
        else
        {
            one = one + '+';
        }
    }
    return one;
    
}
","[0, 1, 0, 0, 1]"
25607a7f9cb4cfffc29c965fa54bf7b5bf36450b,"public String plusOut(String str, String word)
{
    int lenW = word.length();
    int len = str.length() - lenW +1;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW) == word)
        {
            one = one + word;
        	i = i + lenW;
        }
        else
        {
            one = one + '+';
        }
    }
    return one;
    
}
","[0, 1, 0, 0, 1]"
52757361c382482eb13a886a8a70fd2ba9a30217,"public String plusOut(String str, String word)
{
    int lenW = word.length();
    int len = str.length() - lenW -1;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW) == word)
        {
            one = one + word;
        	i = i + lenW;
        }
        else
        {
            one = one + '+';
        }
    }
    return one;
    
}
","[0, 1, 0, 0, 1]"
5568e6636cec987d41bd1397ea1ca457a0db32e1,"public String plusOut(String str, String word)
{
    int lenW = word.length();
    int len = str.length() - lenW -1;
    String one = """";
    for ( int i = 0; i <= len; i++)
    {
        if ( str.substring( i, i+ lenW) == word)
        {
            one = one + word;
        	
        }
        else
        {
            one = one + '+';
        }
    }
    return one;
    
}
","[0, 1, 0, 0, 1]"
9dba610260f9e23960c042a0b74e1dd06e3569d6,"public String plusOut(String str, String word)
{
    int num = 0;
    for (int i = word.length(); i < str.length(); i++)
    {
        if (!str.substring(num, i + 1).equals(word))
        {
            str.replace(str.charAt(num), '+');
        }
        num += 1;
    }
    return str;
}
","[0, 1, 0, 0, 1]"
18dca2cdaaadccfab2a202173c0f36546c622f4e,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length() - 1;
    for (int i = 0; i < length - wordLength; i++)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
        }
        return newString;
    }
}
","[0, 0, 0, 1, 1]"
cf4cea896f5ab4939ca3416d33ee3142c8659985,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length() - 1;
    for (int i = 0; i < length - wordLength; i++)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
        }

    }
            return newString;
}
","[0, 1, 0, 0, 1]"
f0a8e24b4167efcebc7e763d192fd53c3e6ed53c,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length() - 1;
    for (int i = 0; i < length - wordLength)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
            return newString;
}
","[0, 0, 0, 1, 1]"
b1d6fb1f787e4cd54f3f35703f130b8b45f36fe4,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length() - 1;
    while (int i < length - wordLength)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
            return newString;
}
","[0, 0, 0, 1, 1]"
6a68a5ff5e89ba26bc954c0e78440642d8412ded,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length() - 1;
    int i = 0;
    while (i < length - wordLength)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
            return newString;
}
","[0, 1, 0, 0, 1]"
ddaa15f8e12410c87dcd892793e42d31deba2de7,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length();
    int i = 0;
    while (i < length - wordLength)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
            return newString;
}
","[0, 1, 0, 0, 1]"
abffa3105d435562eb8a146f61f872cc1e1970f3,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length() + 1;
    int i = 0;
    while (i < length - wordLength)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
            return newString;
}
","[0, 1, 0, 0, 1]"
40fb581bc2068a3129abd858c674820059163e87,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length();
    int i = 0;
    while (i =< length - wordLength)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
            return newString;
}
","[0, 0, 1, 0, 1]"
9755cdae5e8c3cb48b7ff376e3796fbcaba727af,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length();
    int i = 0;
    while (i <= length - wordLength)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
            return newString;
}
","[0, 1, 0, 0, 1]"
7b42058a146da3ca783eaee6fe18b6b0612e42aa,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length();
    int i = 0;
    while (i <= length)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
            return newString;
}
","[0, 1, 0, 0, 1]"
ee0f5a4d8e6ea322132b996cb98454d1b0bb036a,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length();
    int i = 0;
    while (i <= length - wordLength)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
            return newString;
}
","[0, 1, 0, 0, 1]"
20524ed7d24368c718705367e735e85271a25f41,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length() + 1;
    int i = 0;
    while (i <= length - wordLength)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
            return newString;
}
","[0, 1, 0, 0, 1]"
d1305e32b1d7411a3f0397dd79f9c04fb7b5a735,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length() - 1;
    int i = 0;
    while (i <= length - wordLength)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
            return newString;
}
","[0, 1, 0, 0, 1]"
7e1d80590a14b5d670d9ac333b42f42e9f799072,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length();
    int i = 0;
    while (i <= length - wordLength)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
            return newString;
}
","[0, 1, 0, 0, 1]"
bb5642743ec6502e47e2755b26fcf445e66ff368,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length();
    int i = 0;
    while (i <= length) // - wordLength)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
            return newString;
}
","[0, 1, 0, 0, 1]"
fe44e360b5364fe46d6671473e448b0827f07bd0,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length();
    int i = 0;
    while (i <= length - wordLength)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
            return newString;
}
","[0, 1, 0, 0, 1]"
812a938913acc63f44e5945984adc5f25d6a378f,"public String plusOut(String str, String word)
{
    int length = str.length();
    String newString = """";
    int wordLength = word.length();
    int i = 0;
    while (i <= length - wordLength)
    {
        String sub = str.substring(i, i + wordLength);
        if (sub.equals(word))
        {
           newString = newString + word;
            i = i + wordLength;
        }
        else
        {
            newString = newString + ""+"";
            i++;
        }

    }
    if (newString.length() < length)
    {
        newString = newString + ""+"";
    }
            return newString;
}
","[0, 1, 0, 0, 1]"
26973a4199b8e4880019f63d5ed874e60d51e7e8,"public String plusOut(String str, String word)
{
    for (int i = 0; i < str.length(); i++)
    {
        if (i <= str.length() - word.length()
        {
            if (!str.substring(i, i + word.length()).equals(word))
            {
                str.replace(str.charAt(i), '+');
            }
        }
    }
    return str;
}
","[0, 0, 1, 0, 1]"
47f9f7c0979ec8e5c89a6f82c57979a19f5e58cc,"public String plusOut(String str, String word)
{
    for (int i = 0; i < str.length(); i++)
    {
        if (i <= str.length() - word.length())
        {
            if (!str.substring(i, i + word.length()).equals(word))
            {
                str.replace(str.charAt(i), '+');
            }
        }
    }
    return str;
}
","[0, 1, 0, 0, 1]"
3929600f9ac05f11d96f2be89067ded7a2936214,"public String plusOut(String str, String word)
{
    for (int i = 0; i < str.length(); i++)
    {
        if (i <= str.length() - word.length())
        {
            if (!str.substring(i, i + word.length()).equals(word))
            {
                str = str.replace(str.charAt(i), '+');
            }
        }
    }
    return str;
}
","[0, 1, 0, 0, 1]"
fe3e9ed39388c149e31323678bc19bcc652ceee6,"public String plusOut(String str, String word)
{
    String plus = new String();
    for (int i = 0; i < str.length(); i++)
    {
        if (i <= str.length() - word.length())
        {
            if (str.substring(i, i + word.length()).equals(word))
            {
                plus += word;
            }
            else
            {
                plus += '+';
            }
        }
    }
    return str;
}
","[0, 1, 0, 0, 1]"
16e94fa323408e5f4915561247e5a48a30bcebe6,"public String plusOut(String str, String word)
{
    String plus = new String();
    for (int i = 0; i < str.length(); i++)
    {
        if (i <= str.length() - word.length())
        {
            if (str.substring(i, i + word.length()).equals(word))
            {
                plus += word;
            }
            else
            {
                plus += '+';
            }
        }
    }
    return str;
}
","[0, 1, 0, 0, 1]"
3a3ab0911c5a30f0e0e77cc80b5daa8c343dee2a,"public String plusOut(String str, String word)
{
    String plus = new String();
    for (int i = 0; i < str.length(); i++)
    {
        if (i <= str.length() - word.length())
        {
            if (str.substring(i, i + word.length()).equals(word))
            {
                plus += word;
                i += word.length();
            }
            else
            {
                plus += '+';
            }
        }
    }
    return str;
}
","[0, 1, 0, 0, 1]"
f3e9f4e540f6b595d816488ec705fbf7b126e486,"public String plusOut(String str, String word)
{
    String plus = new String();
    for (int i = 0; i < str.length(); i++)
    {
        if (i <= str.length() - word.length())
        {
            if (str.substring(i, i + word.length()).equals(word))
            {
                plus += word;
                i += word.length() - 1;
            }
            else
            {
                plus += '+';
            }
        }
    }
    return str;
}
","[0, 1, 0, 0, 1]"
31fb29d5f1f915799dcdb70e3d6dcbccfbd9cf00,"public String plusOut(String str, String word)
{
    StringBuffer result = new StringBuffer();
    int i = 0;
      
    while(i < str.length()) {
        if(i <= str.length() - word.length() && 
            str.substring(i, i + word.length()).equals(word)) {
            result.append(word);
            i += word.length();
        } else {
            result.append(""+"");
            i++;
        }
    }
 
    return result.toString();
}
","[1, 1, 0, 0, 0]"
00ff2b16e307c09711af47879c4fe72ef92f774a,"public String plusOut(String str, String word)
{
    String res = """";
    int i = 0;
    while (i < str.length())
           {
        if (str.substring(i).startsWith(word))
        {
            res = res + word;
            i = i + word.length();
        }
        else
        {
            res = res + ""+"";
            i++;
        }
           }
    return res;
}
","[1, 1, 0, 0, 0]"
c2ccd8be46a00094b627580885365dbb6bf0b08e,"public String plusOut(String str, String word)
{
    String result = """";
    
    for (int i = 0; i < str.length(); i++)
    {
     	 if (i <= slen - wlen) 
         {
     	 if (str.substring(i,i+word.length()).equals(word))
         {
       	 result += word;
       	 i += word.length()-1;
      	 }
		
      else
          
        result += ""+"";
    }
    else
      result += ""+"";
 	 }
  return result;   
    }
}
","[0, 0, 0, 1, 1]"
6a346f3cd95347e1f961eaf81a54f012d09b75c7,"public String plusOut(String str, String word)
{
    String result = """";
    
    for (int i = 0; i < str.length(); i++)
    {
     	 if (i <= slen - wlen) 
         {
     	 if (str.substring(i,i+word.length()).equals(word))
         {
       	 result += word;
       	 i += word.length()-1;
      	 }
		
      else
          
        result += ""+"";
    }
    else
      result += ""+"";
 	 }
  return result;   

}
","[0, 0, 1, 0, 1]"
8744edcb93c2d855080827d3550470e7c849c779,"public String plusOut(String str, String word)
{
    String result = """";
    
    for (int i = 0; i < str.length(); i++)
    {
     	 if (i <= slen - wlen) 
         {
     	 if (str.substring(i,i+word.length()).equals(word))
         {
       	 result += word;
       	 i += word.length()-1;
      	 }
		
      else
          
        result += ""+"";
    }
    else
      result += ""+"";
 	 }
  return result;   

}
","[0, 0, 1, 0, 1]"
3078be783b298d7cb0d6f930c64bbd179185ff0b,"public String plusOut(String str, String word)
{
    String result = """";
    
    for (int i = 0; i < str.length(); i++)
    {
     	 if (i <= str.length() - word.length()) 
         {
     	 if (str.substring(i,i+word.length()).equals(word))
         {
       	 result += word;
       	 i += word.length()-1;
      	 }
		
      else
          
        result += ""+"";
    }
    else
      result += ""+"";
 	 }
  return result;   

}
","[1, 1, 0, 0, 0]"
6adc39581762816e76495cd9b50369c46cb8db49,"public String plusOut(String str, String word)
{
    int len = str.length();
  String finalString = """";
  for (int i = 0; i < len; i++) {
    if (i == 0 && str.charAt(i) != '*')
      finalString += str.charAt(i);
    if (i > 0 && str.charAt(i) != '*' && str.charAt(i-1) != '*')
      finalString += str.charAt(i);
    if (i > 0 && str.charAt(i) == '*' && str.charAt(i-1) != '*')
      finalString = finalString.substring(0,finalString.length()-1);
  }
  return finalString;
}
","[0, 1, 0, 0, 1]"
c0ff0354242c25d4f100ee22cdbac4358b585f78,"public String plusOut(String str, String word)
{
     int slen = str.length();
  int wlen = word.length();
  String fin = """";
  for (int i = 0; i < slen; i++) {
    if (i <= slen - wlen) {
      String tmp = str.substring(i,i+wlen);
      if (tmp.equals(word)) {
        fin += word;
        i += wlen-1;
      }
      else
        fin += ""+"";
    }
    else
      fin += ""+"";
  }
  return fin;   

}
","[1, 1, 0, 0, 0]"
718bdc3103ad61dd9c9bf14f8c60d2f3ff7cd009,"public String plusOut(String str, String word)
{
    StringBuffer result = new StringBuffer();
    int i = 0;
    while (i < str.length())
    {
        if (i <= str.length() - word.length() 
            && str.substring(i, i + word.length()).equals(word)
            {
                result.append(word);
                i += word.length();
            }
            else 
            {
                result.append(""+"");
                i++;
            }
    }
    return result.toSpring();
}
","[1, 0, 1, 0, 0]"
