Order,SubjectID,ToolInstances,ServerTimestamp,ServerTimezone,CourseID,CourseSectionID,AssignmentID,ProblemID,CodeStateID,IsEventOrderingConsistent,EventType,Score,Compile.Result,CompileMessageType,CompileMessageData,EventID,ParentEventID,SourceLocation,Reason
135927,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:35:32,0,CS 1,1,439.0,3,411a4f97c8ce9a614f682857efceb21c7997b865,True,Compile.Error,,,SyntaxError,line 8: error: not a statement. ,3-69699,3-69698,Text:8,"[0, 0, 1, 0, 1]"
135928,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:35:32,0,CS 1,1,439.0,3,411a4f97c8ce9a614f682857efceb21c7997b865,True,Compile.Error,,,SyntaxError,line 8: error: ';' expected. ,3-69700,3-69698,Text:8,"[0, 0, 1, 0, 1]"
135929,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:35:32,0,CS 1,1,439.0,3,411a4f97c8ce9a614f682857efceb21c7997b865,True,Compile.Error,,,SyntaxError,line 13: error: 'else' without 'if',3-69701,3-69698,Text:13,"[0, 0, 1, 0, 1]"
135940,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:11,0,CS 1,1,439.0,3,3f7c0215cebb6deda588f6cdc6948bcfd485d059,True,Run.Program,0.0,,,,3-69712,,,"[0, 0, 1, 0, 1]"
135941,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:11,0,CS 1,1,439.0,3,3f7c0215cebb6deda588f6cdc6948bcfd485d059,True,Compile,,Error,,,3-69713,3-69712,,"[0, 0, 1, 0, 1]"
135942,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:11,0,CS 1,1,439.0,3,3f7c0215cebb6deda588f6cdc6948bcfd485d059,True,Compile.Error,,,SyntaxError,line 12: error: 'else' without 'if'. ,3-69714,3-69713,Text:12,"[0, 0, 1, 0, 1]"
135943,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:11,0,CS 1,1,439.0,3,3f7c0215cebb6deda588f6cdc6948bcfd485d059,True,Compile.Error,,,SyntaxError,"line 22: error: reached end of file while parsing, maybe a missing delimiter or closing brace?",3-69715,3-69713,Text:22,"[0, 0, 1, 0, 1]"
135944,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:23,0,CS 1,1,439.0,3,8073955c767e10bfe3675eae1dcca5d828f6d4a5,True,Run.Program,0.0,,,,3-69716,,,"[0, 0, 0, 1, 1]"
135945,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:23,0,CS 1,1,439.0,3,8073955c767e10bfe3675eae1dcca5d828f6d4a5,True,Compile,,Error,,,3-69717,3-69716,,"[0, 0, 0, 1, 1]"
135946,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:23,0,CS 1,1,439.0,3,8073955c767e10bfe3675eae1dcca5d828f6d4a5,True,Compile.Error,,,SyntaxError,line 12: error: '(' expected. ,3-69718,3-69717,Text:12,"[0, 0, 0, 1, 1]"
135947,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:23,0,CS 1,1,439.0,3,8073955c767e10bfe3675eae1dcca5d828f6d4a5,True,Compile.Error,,,SyntaxError,line 13: error: illegal start of expression. ,3-69719,3-69717,Text:13,"[0, 0, 0, 1, 1]"
135948,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:23,0,CS 1,1,439.0,3,8073955c767e10bfe3675eae1dcca5d828f6d4a5,True,Compile.Error,,,SyntaxError,line 13: error: ')' expected. ,3-69720,3-69717,Text:13,"[0, 0, 0, 1, 1]"
135949,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:23,0,CS 1,1,439.0,3,8073955c767e10bfe3675eae1dcca5d828f6d4a5,True,Compile.Error,,,SyntaxError,line 14: error: not a statement. ,3-69721,3-69717,Text:14,"[0, 0, 0, 1, 1]"
135950,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:23,0,CS 1,1,439.0,3,8073955c767e10bfe3675eae1dcca5d828f6d4a5,True,Compile.Error,,,SyntaxError,line 14: error: ';' expected. ,3-69722,3-69717,Text:14,"[0, 0, 0, 1, 1]"
135951,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:23,0,CS 1,1,439.0,3,8073955c767e10bfe3675eae1dcca5d828f6d4a5,True,Compile.Error,,,SyntaxError,line 12: error: 'else' without 'if'. ,3-69723,3-69717,Text:12,"[0, 0, 0, 1, 1]"
135952,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:23,0,CS 1,1,439.0,3,8073955c767e10bfe3675eae1dcca5d828f6d4a5,True,Compile.Error,,,SyntaxError,line 18: error: illegal start of type. ,3-69724,3-69717,Text:18,"[0, 0, 0, 1, 1]"
135953,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:23,0,CS 1,1,439.0,3,8073955c767e10bfe3675eae1dcca5d828f6d4a5,True,Compile.Error,,,SyntaxError,line 18: error: ';' expected. ,3-69725,3-69717,Text:18,"[0, 0, 0, 1, 1]"
135954,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:23,0,CS 1,1,439.0,3,8073955c767e10bfe3675eae1dcca5d828f6d4a5,True,Compile.Error,,,SyntaxError,line 20: error: illegal start of type. ,3-69726,3-69717,Text:20,"[0, 0, 0, 1, 1]"
135955,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:23,0,CS 1,1,439.0,3,8073955c767e10bfe3675eae1dcca5d828f6d4a5,True,Compile.Error,,,SyntaxError,line 20: error: <identifier> expected. ,3-69727,3-69717,Text:20,"[0, 0, 0, 1, 1]"
135956,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:23,0,CS 1,1,439.0,3,8073955c767e10bfe3675eae1dcca5d828f6d4a5,True,Compile.Error,,,SyntaxError,"line 22: error: class, interface, or enum expected",3-69728,3-69717,Text:22,"[0, 0, 0, 1, 1]"
135957,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:29,0,CS 1,1,439.0,3,8ac8f4a6c3e07a0cdfa355d85c15bce4bb2b7072,True,Run.Program,0.0,,,,3-69729,,,"[0, 0, 1, 0, 1]"
135958,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:29,0,CS 1,1,439.0,3,8ac8f4a6c3e07a0cdfa355d85c15bce4bb2b7072,True,Compile,,Error,,,3-69730,3-69729,,"[0, 0, 1, 0, 1]"
135959,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:29,0,CS 1,1,439.0,3,8ac8f4a6c3e07a0cdfa355d85c15bce4bb2b7072,True,Compile.Error,,,SyntaxError,line 12: error: 'else' without 'if'. ,3-69731,3-69730,Text:12,"[0, 0, 1, 0, 1]"
135960,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:38:29,0,CS 1,1,439.0,3,8ac8f4a6c3e07a0cdfa355d85c15bce4bb2b7072,True,Compile.Error,,,SyntaxError,"line 22: error: reached end of file while parsing, maybe a missing delimiter or closing brace?",3-69732,3-69730,Text:22,"[0, 0, 1, 0, 1]"
135961,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:39:00,0,CS 1,1,439.0,3,3d3360463c333b7c68a5d48dc1aed9f3370e70aa,True,Run.Program,0.0,,,,3-69733,,,"[0, 0, 1, 0, 1]"
135962,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:39:00,0,CS 1,1,439.0,3,3d3360463c333b7c68a5d48dc1aed9f3370e70aa,True,Compile,,Error,,,3-69734,3-69733,,"[0, 0, 1, 0, 1]"
135963,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:39:00,0,CS 1,1,439.0,3,3d3360463c333b7c68a5d48dc1aed9f3370e70aa,True,Compile.Error,,,SyntaxError,line 14: error: 'else' without 'if'. ,3-69735,3-69734,Text:14,"[0, 0, 1, 0, 1]"
135964,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:39:00,0,CS 1,1,439.0,3,3d3360463c333b7c68a5d48dc1aed9f3370e70aa,True,Compile.Error,,,SyntaxError,"line 24: error: reached end of file while parsing, maybe a missing delimiter or closing brace?",3-69736,3-69734,Text:24,"[0, 0, 1, 0, 1]"
135965,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:39:29,0,CS 1,1,439.0,3,6543f10c1b7c422f77fc3f49a03a19d357d08acd,True,Run.Program,0.0,,,,3-69737,,,"[0, 0, 1, 0, 1]"
135966,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:39:29,0,CS 1,1,439.0,3,6543f10c1b7c422f77fc3f49a03a19d357d08acd,True,Compile,,Error,,,3-69738,3-69737,,"[0, 0, 1, 0, 1]"
135967,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:39:29,0,CS 1,1,439.0,3,6543f10c1b7c422f77fc3f49a03a19d357d08acd,True,Compile.Error,,,SyntaxError,line 14: error: 'else' without 'if'. ,3-69739,3-69738,Text:14,"[0, 0, 1, 0, 1]"
135968,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:39:29,0,CS 1,1,439.0,3,6543f10c1b7c422f77fc3f49a03a19d357d08acd,True,Compile.Error,,,SyntaxError,"line 24: error: reached end of file while parsing, maybe a missing delimiter or closing brace?",3-69740,3-69738,Text:24,"[0, 0, 1, 0, 1]"
135969,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:40:20,0,CS 1,1,439.0,3,ee2fbf8854c4c15c0ddb8704d479d3318ccf6063,True,Run.Program,0.5625,,,,3-69741,,,"[0, 1, 0, 0, 1]"
135970,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:40:20,0,CS 1,1,439.0,3,ee2fbf8854c4c15c0ddb8704d479d3318ccf6063,True,Compile,,Success,,,3-69742,3-69741,,"[0, 1, 0, 0, 1]"
135971,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:40:55,0,CS 1,1,439.0,3,ebf9f947a631852279a16e90a9def17142da614f,True,Run.Program,0.5625,,,,3-69743,,,"[0, 1, 0, 0, 1]"
135972,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:40:55,0,CS 1,1,439.0,3,ebf9f947a631852279a16e90a9def17142da614f,True,Compile,,Success,,,3-69744,3-69743,,"[0, 1, 0, 0, 1]"
135975,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:41:21,0,CS 1,1,439.0,3,3071481a0c01459cf96489a935727c8d0269f979,True,Run.Program,0.5625,,,,3-69747,,,"[0, 1, 0, 0, 1]"
135976,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:41:21,0,CS 1,1,439.0,3,3071481a0c01459cf96489a935727c8d0269f979,True,Compile,,Success,,,3-69748,3-69747,,"[0, 1, 0, 0, 1]"
135981,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:44:22,0,CS 1,1,439.0,3,a18d636a2ca700b801510d03a80466a17db7efb7,True,Run.Program,0.5625,,,,3-69753,,,"[0, 1, 0, 0, 1]"
135982,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:44:22,0,CS 1,1,439.0,3,a18d636a2ca700b801510d03a80466a17db7efb7,True,Compile,,Success,,,3-69754,3-69753,,"[0, 1, 0, 0, 1]"
136030,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:52:28,0,CS 1,1,439.0,3,b2fb8e594f1e7be488f7584d4a916cf24840fa00,True,Run.Program,0.0,,,,3-69802,,,"[0, 0, 1, 0, 1]"
136031,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:52:28,0,CS 1,1,439.0,3,b2fb8e594f1e7be488f7584d4a916cf24840fa00,True,Compile,,Error,,,3-69803,3-69802,,"[0, 0, 1, 0, 1]"
136032,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:52:28,0,CS 1,1,439.0,3,b2fb8e594f1e7be488f7584d4a916cf24840fa00,True,Compile.Error,,,SyntaxError,line 3: error: illegal start of type. ,3-69804,3-69803,Text:3,"[0, 0, 1, 0, 1]"
136033,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:52:28,0,CS 1,1,439.0,3,b2fb8e594f1e7be488f7584d4a916cf24840fa00,True,Compile.Error,,,SyntaxError,line 3: error: illegal start of expression. ,3-69805,3-69803,Text:3,"[0, 0, 1, 0, 1]"
136034,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:52:28,0,CS 1,1,439.0,3,b2fb8e594f1e7be488f7584d4a916cf24840fa00,True,Compile.Error,,,SyntaxError,line 3: error: ';' expected. ,3-69806,3-69803,Text:3,"[0, 0, 1, 0, 1]"
136035,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:52:28,0,CS 1,1,439.0,3,b2fb8e594f1e7be488f7584d4a916cf24840fa00,True,Compile.Error,,,SyntaxError,line 3: error: illegal start of expression. ,3-69807,3-69803,Text:3,"[0, 0, 1, 0, 1]"
136036,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:52:28,0,CS 1,1,439.0,3,b2fb8e594f1e7be488f7584d4a916cf24840fa00,True,Compile.Error,,,SyntaxError,line 3: error: ';' expected. ,3-69808,3-69803,Text:3,"[0, 0, 1, 0, 1]"
136037,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:52:28,0,CS 1,1,439.0,3,b2fb8e594f1e7be488f7584d4a916cf24840fa00,True,Compile.Error,,,SyntaxError,line 4: error: not a statement. ,3-69809,3-69803,Text:4,"[0, 0, 1, 0, 1]"
136038,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:52:28,0,CS 1,1,439.0,3,b2fb8e594f1e7be488f7584d4a916cf24840fa00,True,Compile.Error,,,SyntaxError,line 4: error: ';' expected,3-69810,3-69803,Text:4,"[0, 0, 1, 0, 1]"
136053,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:54:02,0,CS 1,1,439.0,3,2e821a160f79f1d07d927ff06240d6b9185e80c8,True,Run.Program,1.0,,,,3-69825,,,"[1, 1, 0, 0, 0]"
136054,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:54:02,0,CS 1,1,439.0,3,2e821a160f79f1d07d927ff06240d6b9185e80c8,True,Compile,,Success,,,3-69826,3-69825,,"[1, 1, 0, 0, 0]"
67069,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:20:04,UTC,CS 1,1,439.0,5,f882653a86e3a40d61b8e846a64a146ccaf84456,True,Run.Program,0.0,,,,5-37084,,,"[0, 0, 1, 0, 1]"
67070,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:20:04,UTC,CS 1,1,439.0,5,f882653a86e3a40d61b8e846a64a146ccaf84456,True,Compile,,Error,,,5-37085,5-37084,,"[0, 0, 1, 0, 1]"
67071,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:20:04,UTC,CS 1,1,439.0,5,f882653a86e3a40d61b8e846a64a146ccaf84456,True,Compile.Error,,,SyntaxError,line 6: error: cannot find symbol: variable answer,5-37086,5-37085,Text:6,"[0, 0, 1, 0, 1]"
67072,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:20:28,UTC,CS 1,1,439.0,5,f4c18652a636e47b4a1795d7ce0ece2cda74b0ec,True,Run.Program,0.0,,,,5-37087,,,"[0, 0, 0, 1, 1]"
67073,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:20:28,UTC,CS 1,1,439.0,5,f4c18652a636e47b4a1795d7ce0ece2cda74b0ec,True,Compile,,Error,,,5-37088,5-37087,,"[0, 0, 0, 1, 1]"
67074,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:20:28,UTC,CS 1,1,439.0,5,f4c18652a636e47b4a1795d7ce0ece2cda74b0ec,True,Compile.Error,,,SyntaxError,line 6: error: cannot find symbol: variable answerCell,5-37089,5-37088,Text:6,"[0, 0, 0, 1, 1]"
67080,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:21:04,UTC,CS 1,1,439.0,5,e21316dc8e9d1cc5ff71fef0ab259f44366968f4,True,Run.Program,0.75,,,,5-37095,,,"[0, 1, 0, 0, 1]"
67081,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:21:04,UTC,CS 1,1,439.0,5,e21316dc8e9d1cc5ff71fef0ab259f44366968f4,True,Compile,,Success,,,5-37096,5-37095,,"[0, 1, 0, 0, 1]"
67082,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:22:40,UTC,CS 1,1,439.0,5,1b1674157bbb1a9c7683e4597c93dba8127ca09e,True,Run.Program,1.0,,,,5-37097,,,"[1, 1, 0, 0, 0]"
67083,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:22:40,UTC,CS 1,1,439.0,5,1b1674157bbb1a9c7683e4597c93dba8127ca09e,True,Compile,,Success,,,5-37098,5-37097,,"[1, 1, 0, 0, 0]"
38093,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:48:22,0,CS 1,1,439.0,12,9842a7f9caac6bb59d98067e635eb05743e41330,True,Run.Program,1.0,,,,12-36584,,,"[1, 1, 0, 0, 0]"
38094,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T02:48:22,0,CS 1,1,439.0,12,9842a7f9caac6bb59d98067e635eb05743e41330,True,Compile,,Success,,,12-36585,12-36584,,"[1, 1, 0, 0, 0]"
33902,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Run.Program,0.0,,,,13-61770,,,"[0, 0, 0, 1, 1]"
33903,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile,,Error,,,13-61771,13-61770,,"[0, 0, 0, 1, 1]"
33904,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 3: error: ';' expected. ,13-61772,13-61771,Text:3,"[0, 0, 0, 1, 1]"
33905,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 3: error: ';' expected. ,13-61773,13-61771,Text:3,"[0, 0, 0, 1, 1]"
33906,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 3: error: illegal start of type. ,13-61774,13-61771,Text:3,"[0, 0, 0, 1, 1]"
33907,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 4: error: illegal start of expression. ,13-61775,13-61771,Text:4,"[0, 0, 0, 1, 1]"
33908,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 4: error: ';' expected. ,13-61776,13-61771,Text:4,"[0, 0, 0, 1, 1]"
33909,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 4: error: not a statement. ,13-61777,13-61771,Text:4,"[0, 0, 0, 1, 1]"
33910,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 4: error: ';' expected. ,13-61778,13-61771,Text:4,"[0, 0, 0, 1, 1]"
33911,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 4: error: illegal start of type. ,13-61779,13-61771,Text:4,"[0, 0, 0, 1, 1]"
33912,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 5: error: > expected. ,13-61780,13-61771,Text:5,"[0, 0, 0, 1, 1]"
33913,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 5: error: illegal start of expression. ,13-61781,13-61771,Text:5,"[0, 0, 0, 1, 1]"
33914,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 5: error: ';' expected. ,13-61782,13-61771,Text:5,"[0, 0, 0, 1, 1]"
33915,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 5: error: ';' expected. ,13-61783,13-61771,Text:5,"[0, 0, 0, 1, 1]"
33916,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 6: error: illegal start of type. ,13-61784,13-61771,Text:6,"[0, 0, 0, 1, 1]"
33917,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 6: error: not a statement. ,13-61785,13-61771,Text:6,"[0, 0, 0, 1, 1]"
33918,0a7ff96e4fa7c92a13ccab013d580930,Java 8; CodeWorkout,2019-02-25T01:16:31,UTC,CS 1,1,439.0,13,3980d8cdb2fbdd9a3bb3650474f9ed2b31fed63d,True,Compile.Error,,,SyntaxError,line 6: error: ';' expected. ,13-61786,13-61771,Text:6,"[0, 0, 0, 1, 1]"
